Zip Code,Population,Total_female_population,Actual_Mean_Income,Land_area,Housing Unit,Latitude,Longitude
11758,53804,22441,62274,28487737,18795,40.668934,-73.4584476
11762,22360,28024,83885,7990423,7651,40.6827444,-73.4466639
11763,28506,11647,85244,35860857,9629,40.8268806,-72.984928
11764,13200,14902,65181,23768611,4393,40.9389934,-72.9790468
11765,737,6554,93309,6335333,326,40.8821864,-73.5589406
11766,12635,394,269610,15967694,4444,40.9392195,-73.0186656
11767,14530,6516,97793,10811386,4938,40.8429485,-73.1452161
11768,21902,8123,87095,39179738,8325,40.9236305,-73.339309
11769,9506,11134,119873,11434845,4168,40.7362765,-73.129837
11770,137,4697,81613,1130822,1196,40.6458424,-73.1565956
11771,10007,32,115748,27707560,4078,40.8727991,-73.5250196
11772,44837,4995,153086,41943745,17725,40.7617798,-72.9874069
11776,24235,22912,61554,17868679,8606,40.9136147,-73.0463989
11777,8968,13740,73663,11295193,3732,40.9560682,-73.0666592
11778,12709,4578,112872,17729423,4971,40.9480483,-72.9370867
11779,38421,6559,74550,32515886,13632,40.8124309,-73.1161085
11780,15524,18699,66872,29809606,5586,40.9092871,-73.1747293
11782,15814,7992,107273,14361077,7012,40.7380884,-73.0816699
11783,21288,8155,90724,9180354,7400,40.6776124,-73.4900141
11784,24655,10946,84473,14165787,8380,40.8689229,-73.0412148
11786,6344,13103,59092,15005030,2015,40.9504846,-72.886658
11787,35772,3021,82948,38936036,12658,40.8529237,-73.2112601
11788,16821,18454,95012,22221707,6009,40.8180747,-73.2130841
11789,7895,7778,83447,4406952,3105,40.9620279,-72.9710085
11790,18511,4134,71264,18548423,5034,40.9059573,-73.1273739
11791,25076,8925,99909,33613158,8375,40.8282883,-73.5059223
11792,8523,12773,151773,25501373,3240,40.9549973,-72.8255884
11793,32298,4557,86208,24567561,11023,40.6502941,-73.5145607
11794,3165,16323,88845,715212,0,40.9133169,-73.1248638
11795,26030,1377,N,14718868,8526,40.7090053,-73.2963373
11796,4056,13270,81836,3792345,1363,40.7312769,-73.0997011
11797,9041,2079,83729,13312889,3217,40.8203485,-73.4720774
11798,15347,4757,177766,12346847,4168,40.7525986,-73.3787427
11801,39553,7439,53246,17183893,13127,40.7623036,-73.524452
11803,28127,20711,71598,15682737,9917,40.7817005,-73.4730347
11804,5010,14410,101199,7467476,1773,40.7590097,-73.457384
11901,27172,2407,104640,142757574,11250,40.925735,-72.6479238
11930,1343,13423,55297,23874994,2452,40.989573,-72.0980428
11931,151,567,85535,1173837,103,40.9335034,-72.6133455
11932,1398,17,N,22374497,1938,40.9343438,-72.3066474
11933,6844,481,63589,71817314,3577,40.9410965,-72.7675569
11934,7263,3586,75483,12055515,2599,40.7983593,-72.7942969
11935,3304,4239,74173,26368809,2069,41.0212229,-72.4869577
11937,15398,1664,100372,111088711,12428,41.011627,-72.1654873
11939,926,7738,105918,5797380,953,41.1231161,-72.3153504
11940,5210,480,86715,14268754,2179,40.8126625,-72.7522315
11941,1986,2467,75523,6366959,928,40.8301596,-72.7297614
11942,4603,1035,77020,22586450,2948,40.8507772,-72.5822265
11944,4299,2314,90345,10548117,2812,41.1040304,-72.3715407
11946,14068,2389,67451,34938413,8176,40.8702696,-72.521704
11947,416,6634,67778,1683074,206,40.9506588,-72.5710528
11948,1123,77,N,7035731,718,40.9637685,-72.5535541
11949,14573,610,103656,89461466,5399,40.8664115,-72.8045598
11950,16268,7325,83598,10683102,5098,40.8080323,-72.8470103
11951,13680,8227,58502,17356555,5140,40.7631636,-72.8303437
11952,4637,7282,55756,24544324,2685,41.0016483,-72.5475988
11953,13553,2270,68541,26579216,5660,40.8932717,-72.9517726
11954,3326,6583,65459,47942719,4722,41.0475648,-71.9463862
11955,3285,1862,66117,7392391,1707,40.8091254,-72.8160956
11956,349,1939,58286,3284727,308,40.9690492,-72.4621745
11957,743,144,N,16750096,772,41.1922014,-72.1489683
11958,635,375,98318,7448956,454,41.0390672,-72.4644192
11959,939,233,N,9938212,1495,40.8225856,-72.6013445
11960,1084,439,105052,4888997,963,40.8106153,-72.7060622
11961,12834,266,79606,33129633,6113,40.9051388,-72.8883492
11962,494,6775,75297,14198091,813,40.9308947,-72.2687188
11963,6622,196,261909,34942545,5628,40.9938864,-72.3201957
11964,1858,3399,106216,24189275,1922,41.055701,-72.316976
11965,534,1218,110249,7317534,832,41.0960815,-72.2883998
11967,26583,294,N,29314921,8628,40.7947779,-72.8754767
11968,11593,13392,58444,69090110,9398,40.9059259,-72.4156632
11970,522,5631,95156,1454535,513,40.9389522,-72.5775392
11971,5818,81,N,28660407,4051,41.0640369,-72.4309259
11972,1321,2950,105736,6252109,571,40.8480163,-72.7029225
11973,9,613,79191,11417197,145,40.8671734,-72.8821233
11975,408,16,-,7387267,609,40.9411073,-72.2444661
11976,1565,152,94866,31784245,2201,40.922393,-72.3507042
11977,2467,1268,126385,14897275,1610,40.8274669,-72.6789826
11978,3255,1122,104105,32628672,3879,40.8263225,-72.6490079
11980,4990,1627,105476,33972329,1646,40.8316524,-72.9237604
12007,60,2415,68975,3140703,28,42.455665,-73.9271432
12008,497,0,-,2153229,195,42.853488,-73.9065346
12009,7164,260,N,135241924,3076,42.6975663,-74.0355422
12010,28937,3850,76379,338547680,13788,42.9376257,-74.1733322
12015,3010,14895,49162,34601819,1641,42.2948864,-73.8248374
12017,435,1585,51485,51687722,314,42.3211482,-73.4559284
12018,7930,167,47856,115351117,3378,42.6288327,-73.5207704
12019,14740,3645,63207,76405457,5944,42.9343514,-73.8818081
12020,31192,7373,81859,194766983,13130,43.0015893,-73.8681233
12022,929,16592,63339,83819019,494,42.6569474,-73.3338376
12023,2196,459,57850,149162633,1088,42.5985582,-74.183022
12024,31,973,56405,2697849,26,42.4767879,-73.5332782
12025,5505,12,-,93930692,3062,43.0833458,-74.1380924
12027,3882,2771,56326,18575312,1527,42.9354148,-73.9078155
12028,1172,1924,81028,58463443,488,42.9344418,-73.4422695
12029,1113,446,61270,52061012,783,42.4159562,-73.4249651
12031,175,535,65828,8387429,76,42.7660368,-74.4516102
12032,836,85,N,230002918,1343,43.1240078,-74.52507
12033,7851,395,46888,69887469,3283,42.5431382,-73.7054993
12035,802,4229,64625,16135269,355,42.730668,-74.3577113
12036,228,361,47011,19181893,154,42.541514,-74.6730531
12037,4015,127,40631,79850406,2106,42.3447253,-73.5671256
12040,113,2194,61023,3384007,60,42.63735,-73.3507209
12041,481,103,N,4097531,195,42.5779433,-73.95266
12042,271,195,N,11251961,144,42.4165177,-73.9382062
12043,8509,68,N,159961831,3498,42.6939695,-74.5305063
12045,584,4284,50175,1900885,279,42.4825551,-73.8005321
12046,817,166,N,39752712,347,42.5094652,-73.9235205
12047,19664,458,69542,22870488,9738,42.7840544,-73.7262194
12051,7070,10918,53506,55230325,2115,42.3455254,-73.8425435
12052,1568,1875,69712,78481366,756,42.7544702,-73.4784266
12053,4587,790,54502,160164360,1851,42.7575431,-74.1908657
12054,16918,2470,56466,40007380,7144,42.6085473,-73.8644163
12056,2310,8641,86812,46631324,955,42.7647853,-74.0951498
12057,1835,1165,56699,91071725,792,42.9688921,-73.3462868
12058,1445,1110,41930,49810354,709,42.345129,-73.9183761
12059,1632,884,46951,67209122,1021,42.6192294,-74.0608939
12060,1507,787,62764,89364743,874,42.410399,-73.505286
12061,9050,706,66148,52133318,3827,42.5949476,-73.6595782
12062,1776,5246,78684,75007616,814,42.538976,-73.5049759
12063,444,896,54122,3690581,176,42.5681627,-73.6380513
12064,563,273,N,29600946,333,42.6141661,-74.6557186
12065,41776,192,52442,90379400,18030,42.852284,-73.785597
12066,2143,21902,76798,86932724,946,42.8007292,-74.3845346
12067,1506,956,52398,55453672,651,42.5574606,-73.920294
12068,3201,737,52479,79798849,1365,42.9560724,-74.4018337
12069,256,1583,43865,1484746,101,42.9461679,-74.2796395
12070,1410,71,N,31705037,617,42.9860575,-74.2630317
12071,270,732,67172,23909016,163,42.5526688,-74.4226572
12072,2890,182,54493,124739689,1155,42.8848927,-74.3567411
12074,2963,1381,46280,92324087,1516,43.0542171,-74.0300062
12075,3418,1348,62267,101749208,1595,42.299922,-73.6336272
12076,1500,1337,48407,194249588,1440,42.4102721,-74.3957343
12077,6246,714,46785,26121600,2450,42.5881632,-73.7776948
12078,23773,3350,91281,280975365,11840,43.1343512,-74.3396317
12083,3795,11750,44790,111677736,1839,42.4248591,-74.0265091
12084,4271,1883,62344,9346116,2205,42.7045634,-73.8994288
12085,479,2606,72853,454725,203,42.7033128,-73.9632615
12086,1865,293,N,15708787,910,43.0090045,-74.0863316
12087,1073,803,57580,50993000,456,42.4322499,-73.8928939
12089,69,630,47785,1404809,36,42.867481,-73.3127729
12090,6262,32,N,147700785,2803,42.8768023,-73.3515254
12092,1304,3224,47565,38739078,604,42.6960786,-74.3787146
12093,1666,450,54033,170863049,1265,42.4977958,-74.6280948
12094,2268,827,48422,73126549,913,42.8994229,-73.4897954
12095,12606,1255,53288,157056471,5441,43.0248166,-74.4038148
12106,2193,6104,47893,37746223,1057,42.3895536,-73.7109509
12108,416,1167,74565,366663777,940,43.5732479,-74.4514872
12110,21908,149,66163,38035451,7973,42.7509104,-73.7752046
12115,189,11735,64328,13423448,113,42.4772966,-73.5767038
12116,1920,96,N,99751107,1112,42.5387952,-74.9111644
12117,3256,986,32639,116176825,2098,43.1692933,-74.2610939
12118,13897,1847,46030,81780324,6296,42.9133817,-73.7083373
12120,613,7364,66656,45353167,353,42.4497241,-74.1488439
12121,1916,284,62078,53391274,750,42.839897,-73.6073924
12122,4582,804,56666,279921853,2763,42.5420516,-74.3258604
12123,5124,2267,45224,84493279,2283,42.5268105,-73.6059082
12124,606,2194,56905,6825392,280,42.4531112,-73.7975813
12125,1373,313,N,46520294,763,42.4847478,-73.3998443
12130,987,792,54899,1546252,480,42.4422232,-73.6593798
12131,115,590,N,18298933,85,42.4575136,-74.4645768
12132,338,60,45954,4815480,172,42.4705225,-73.6300291
12134,3516,128,N,500349045,2922,43.2662225,-74.2285349
12136,804,1885,43740,47010531,487,42.4348362,-73.5595056
12137,1679,362,70576,62101638,747,42.8603507,-74.1330571
12138,3168,969,40944,207870806,1761,42.7488438,-73.3704132
12139,295,1629,49193,619226855,704,43.5001844,-74.5795883
12140,1702,111,47680,21464106,671,42.6966836,-73.5400645
12143,5137,763,60789,50145837,2282,42.4898182,-73.8552379
12144,20555,2380,45589,49036543,9474,42.6278355,-73.7178418
12147,499,9952,58849,50930855,315,42.5186111,-74.1588398
12148,4569,301,67154,40531079,1797,42.827793,-73.8481638
12149,2474,2349,82436,121105416,1375,42.6166533,-74.5634451
12150,914,1254,45858,2839616,411,42.8805209,-74.0526862
12151,708,388,44145,6711172,358,42.9226971,-73.7872251
12153,814,345,62525,46691967,439,42.6299226,-73.4733411
12154,2818,455,63068,107880380,1172,42.9374604,-73.6057753
12155,1977,1249,55655,147389187,1178,42.5963565,-74.8276548
12156,848,1053,38480,37151693,379,42.4835037,-73.7472545
12157,4061,443,67638,112845034,1888,42.6697984,-74.2860767
12158,6309,2074,57413,79239948,2579,42.5420925,-73.8221239
12159,7896,3828,62554,36488590,3456,42.6514277,-73.8858937
12160,944,4328,114775,45894459,415,42.7616206,-74.3831525
12161,160,467,54636,1059939,65,42.5347691,-73.8548632
12164,365,44,N,120211587,572,43.587995,-74.358706
12165,175,191,56306,8358130,115,42.305721,-73.5109863
12166,1363,80,N,113479961,619,42.8336045,-74.4454926
12167,2438,598,49136,118298378,1506,42.4249422,-74.5780362
12168,1952,1625,50282,90332204,1025,42.560862,-73.3807138
12169,306,994,60133,24662218,160,42.5928874,-73.4480357
12170,4945,95,N,78008401,2007,43.0019559,-73.6672714
12172,405,2285,55427,1144099,164,42.2887644,-73.7392121
12173,1753,125,N,44535675,784,42.3800128,-73.7596604
12174,345,814,53000,2976986,142,42.3534487,-73.7284365
12175,797,177,61398,57248843,498,42.5447126,-74.5562308
12176,198,243,59228,8614680,102,42.3820168,-73.9808619
12177,518,163,N,1581935,234,42.9512226,-74.2870663
12180,53606,141,N,142175880,24331,42.748588,-73.5995364
12182,14733,27008,54441,35586570,6900,42.7996988,-73.6308644
12183,2620,8088,50582,1935063,1408,42.7478701,-73.6925954
12184,7148,1248,45700,99789705,3105,42.4200389,-73.6531774
12185,2037,3293,61725,62941528,840,42.8625208,-73.5541117
12186,6277,1215,58445,81916907,2728,42.6331637,-73.9771876
12187,697,3193,74638,59619084,393,42.6188403,-74.4635543
12188,10980,210,51883,33615799,4947,42.821229,-73.6955211
12189,17568,5794,62049,16496067,9032,42.7363415,-73.7175213
12190,674,8879,54264,457909250,780,43.4756306,-74.2854096
12192,1722,518,48781,44458248,771,42.4090306,-73.827676
12193,2016,1088,45747,100695304,928,42.5227595,-74.0432682
12194,207,980,77091,39961746,138,42.5284386,-74.4476295
12195,154,56,N,5064044,96,42.482789,-73.475088
12196,3031,126,N,22898561,1228,42.6317862,-73.6139458
12197,2233,1742,64179,173618477,1394,42.609999,-74.7247492
12198,7903,1243,42305,33910049,3281,42.6727685,-73.6335738
12202,9628,4234,70164,5306156,5207,42.633752,-73.7632483
12203,29952,4796,40029,29546226,13677,42.6787631,-73.8458688
12204,7349,16375,61535,10534351,3798,42.691525,-73.7337966
12205,26977,3916,63475,40906445,12204,42.7187855,-73.8292399
12206,16395,13728,52684,5516300,8208,42.6745142,-73.7827308
12207,1948,8042,45113,2746948,1122,42.6575001,-73.7464241
12208,20702,598,40511,10861662,10260,42.6530311,-73.8099782
12209,10121,11421,58024,5544950,4501,42.6386862,-73.7904687
12210,10158,6154,52914,2321851,6252,42.6596162,-73.7563859
12211,11303,4608,62009,20537352,4549,42.703095,-73.7637064
12222,6489,5895,84355,1403589,0,42.6852614,-73.8232302
12302,27582,3127,11961,109635377,11968,42.8781823,-73.9825048
12303,29857,14747,57502,39875875,12927,42.753534,-73.9264813
12304,21482,14971,61519,17640246,9295,42.7746899,-73.8982971
12305,5716,12276,47210,3859695,3100,42.8119768,-73.950254
12306,25636,2086,40524,111612578,11533,42.805431,-74.0442336
12307,7692,12971,52914,1845434,3387,42.8049806,-73.9328221
12308,15335,3610,31437,5823815,6588,42.8209801,-73.9196696
12309,29343,7432,49167,42920576,12449,42.7998289,-73.8649603
12401,35040,14842,79726,151373808,16382,41.9875407,-74.0102727
12404,3385,18106,51221,92428414,1945,41.8189669,-74.2360619
12405,780,1789,99537,18506273,447,42.3179089,-74.085995
12406,823,310,49752,111969347,719,42.0799449,-74.5240942
12407,173,502,59184,8713930,156,42.3176357,-74.3581511
12409,804,84,N,36953034,589,42.039946,-74.1823457
12410,397,331,62918,106657588,426,42.0660981,-74.4247329
12411,497,269,68111,2427386,239,41.8760187,-74.0448019
12412,673,192,51837,15721043,353,42.0127294,-74.2795848
12413,2948,275,76367,42356213,1658,42.3139841,-74.0221603
12414,10510,1580,52377,154372187,5404,42.2320225,-73.9138674
12416,277,5147,58036,13170617,260,42.1032157,-74.2806843
12417,581,80,N,817159,255,41.9064222,-73.9907232
12418,537,334,N,35781550,395,42.3587589,-74.1616807
12419,722,222,55314,6202836,325,41.8602523,-74.1020075
12420,363,360,61738,10732824,220,41.6722797,-74.3717632
12421,470,153,70653,50778844,633,42.2500442,-74.5461391
12422,339,133,N,26387545,228,42.3918293,-74.2132876
12423,1097,149,70400,32933741,722,42.3792177,-74.1097459
12424,250,569,53390,46027050,365,42.2482703,-74.1151561
12427,576,111,54463,106188532,378,42.1341926,-74.1366971
12428,6602,296,N,139812127,3433,41.7428326,-74.4473039
12429,281,3285,49849,5461450,139,41.8333287,-73.9853777
12430,1194,183,N,102780377,1157,42.2007575,-74.4991604
12431,1381,547,44528,40058015,757,42.3620226,-74.0235331
12432,492,722,55887,1575475,216,42.0444198,-73.9445308
12433,483,289,45734,9893657,290,42.0005247,-74.1564579
12434,751,287,74099,35661204,520,42.3636403,-74.5023846
12435,326,250,40123,25789205,230,41.7308353,-74.5132841
12436,417,143,27197,39763602,424,42.1957592,-74.0778125
12438,59,136,N,1137337,44,42.2050438,-74.6010756
12439,305,25,N,20285730,448,42.277818,-74.210391
12440,1980,183,N,59870567,1050,41.7811511,-74.1728763
12441,114,972,46739,16386105,188,42.1344225,-74.5092148
12442,953,17,N,85919003,1301,42.1820105,-74.2229759
12443,3825,382,61070,46667503,1719,41.9349906,-74.0849252
12444,497,1787,74101,39944500,623,42.2642326,-74.2975199
12446,5061,200,56045,175885810,2776,41.8090543,-74.3264428
12448,388,2424,48933,30202270,298,42.0900113,-74.1579698
12449,3367,263,195298,9378225,1299,41.9923551,-73.9937054
12450,183,1783,60858,25634491,211,42.1332471,-74.2442796
12451,1674,131,-,30576124,898,42.3048926,-73.9481757
12452,213,796,45527,22230440,207,42.2523845,-74.3649375
12453,366,143,N,1277726,174,42.0933886,-73.9362806
12454,297,152,N,28838772,280,42.2869511,-74.1494949
12455,1988,141,50515,198660502,1695,42.1407103,-74.6595233
12456,639,1045,44114,1399184,245,42.032997,-73.9982778
12457,763,336,37008,36189767,553,42.0440716,-74.2525008
12458,3232,458,69816,83665854,1182,41.8229184,-74.4320804
12459,161,1182,45254,19706616,181,42.2403819,-74.6788929
12460,277,76,N,5344180,161,42.415615,-74.1475898
12461,1634,210,N,61872153,964,41.9049608,-74.2679977
12463,1484,895,71770,28028103,825,42.2055928,-74.0207743
12464,1020,613,51299,114332114,916,42.0276845,-74.3599485
12465,266,386,55016,7493022,312,42.1571532,-74.4600165
12466,2471,140,48541,2688098,1183,41.9043446,-73.9790252
12468,1036,1175,61842,112952135,852,42.3041773,-74.4271852
12469,677,509,43744,87813018,594,42.4477405,-74.2385853
12470,536,417,46937,25344632,308,42.3003871,-74.0954755
12471,215,179,65463,907991,114,41.8438707,-74.0413439
12472,1572,179,N,9243857,827,41.84709,-74.0795445
12473,861,674,42340,38891152,476,42.2581658,-74.0410067
12474,1162,477,46709,114363275,943,42.3238066,-74.583034
12475,354,593,44040,3183034,161,42.0152365,-74.0154316
12477,18787,64,N,170522601,8842,42.0919434,-73.990006
12480,634,9384,54612,87890125,524,42.1353766,-74.3912522
12481,1356,380,55738,32416793,704,41.987348,-74.2284346
12482,680,747,49881,5726553,345,42.2681428,-73.9554463
12483,259,210,N,8608112,298,41.6723843,-74.4220011
12484,2733,177,N,61600815,1376,41.8618435,-74.1765324
12485,865,1442,60285,21729903,910,42.2049978,-74.1441971
12486,1523,713,44368,8784846,661,41.832417,-74.0639836
12487,3268,694,63510,40673239,1437,41.8693989,-73.998795
12489,1292,1693,51626,15922250,259,41.7504847,-74.3582933
12490,110,98,N,1352603,64,42.1222273,-73.9252374
12491,1675,16,N,23279872,815,41.9651864,-74.141441
12492,271,813,75209,99619938,298,42.184926,-74.3357629
12493,495,182,36810,17854456,233,41.7855894,-73.974095
12494,764,191,N,48545559,489,41.9565992,-74.2928936
12495,265,310,61619,23672913,244,42.0849228,-74.2406799
12496,1634,179,83179,122209566,2198,42.3372942,-74.2696919
12498,4851,737,58127,56454302,3162,42.0460438,-74.1094549
12501,2457,2498,74111,79187390,1149,41.8634923,-73.5736037
12502,1164,1477,67939,84770055,745,42.0865677,-73.6647238
12503,775,571,56859,54466824,521,42.0359587,-73.5801465
12504,1395,264,86445,3809756,47,42.0348035,-73.9124247
12507,167,807,42041,3608974,77,42.0081819,-73.9189576
12508,19880,95,N,37721340,7703,41.4959955,-73.9536325
12512,127,9532,60273,1155772,71,41.5484987,-73.9684016
12513,651,0,N,7561218,367,42.2193068,-73.7204809
12514,2938,231,N,69011672,1384,41.8774182,-73.7644411
12515,1549,1548,86838,12904933,616,41.6847741,-74.0648402
12516,1833,612,76673,39459703,1018,42.1062749,-73.5635834
12517,509,1065,62377,27089241,292,42.1142962,-73.5074545
12518,5870,267,59409,25591374,2494,41.4161572,-74.0430642
12520,3109,3393,79056,10238545,1311,41.4280171,-73.9961948
12521,1644,1621,90790,85181270,1130,42.1713353,-73.6504867
12522,5172,517,68906,96671668,2369,41.7150671,-73.5994024
12523,1798,2301,51944,56693421,1014,42.0868778,-73.7595019
12524,15598,706,51809,42002747,6369,41.5295354,-73.8904186
12525,3311,7661,72035,60890860,1516,41.691551,-74.1881982
12526,3686,1505,69523,82927404,1862,42.1222344,-73.8587688
12527,147,1916,66453,402995,62,41.5194262,-73.9356704
12528,13344,101,N,106793691,5454,41.7220538,-74.0094816
12529,2859,6766,65164,170926882,1908,42.1987396,-73.5427277
12530,124,1295,66893,900455,65,42.207467,-73.6877635
12531,3601,23,N,45311426,1450,41.540555,-73.6716707
12533,25307,1874,71198,125881545,9222,41.5616434,-73.7876046
12534,17867,12823,85585,225343752,8716,42.2173454,-73.752256
12538,14578,9340,54217,68315753,5674,41.7923447,-73.8931415
12540,7802,7254,61206,88356663,2785,41.6712021,-73.7248908
12542,5913,3873,85324,37073189,2436,41.6138757,-74.0150142
12543,3001,2954,67910,29725867,1178,41.49554,-74.173101
12545,4763,1630,50867,140368268,2431,41.7829123,-73.6693435
12546,3039,2400,73347,118132331,1642,41.9479998,-73.523357
12547,2891,1372,42752,26804787,1174,41.6606867,-73.9865669
12548,1494,1344,59263,15205630,597,41.6577011,-74.1018021
12549,10201,688,60504,100515697,3704,41.5280311,-74.2593647
12550,54447,5992,71620,89919649,20342,41.5395739,-74.0572227
12553,24438,28441,54490,63896350,9650,41.4557136,-74.0749006
12561,18308,12905,63466,154097024,6733,41.7593068,-74.0960584
12563,8084,10211,70152,59105048,2600,41.499189,-73.5872259
12564,7338,4293,61643,105193151,3052,41.5826167,-73.5825874
12565,1487,3446,75519,3758959,705,42.2471278,-73.6476383
12566,10753,711,46077,140847882,4322,41.6335187,-74.319661
12567,2854,5075,66871,118836781,1579,41.9861957,-73.6422212
12569,9826,1644,79932,85571044,4086,41.7345565,-73.7928402
12570,7699,5235,72898,55711916,2662,41.6263208,-73.6756622
12571,9918,3935,82090,150018905,4548,42.0027745,-73.8096084
12572,9123,4970,67611,130943241,4376,41.9248846,-73.863664
12574,329,4778,95141,1304571,189,41.917688,-73.9456583
12575,2258,76,107033,25622807,781,41.4667045,-74.1788715
12577,2029,819,72849,15203799,700,41.4240405,-74.1221421
12578,2411,859,87136,40541503,979,41.8091247,-73.7958585
12580,4402,1011,65008,55835535,1844,41.8636487,-73.8715344
12581,2246,2220,67167,104718236,1231,41.9018795,-73.7006519
12582,6191,932,84311,33105980,1420,41.5442935,-73.7384434
12583,2451,2136,64537,33717176,1084,42.0633666,-73.8686522
12585,885,1116,77153,12748970,335,41.7264036,-73.6915098
12586,12540,387,87935,61415272,4740,41.5627645,-74.1701021
12589,17228,6568,59007,148535998,5192,41.6237911,-74.1587714
12590,35102,8163,63389,89249211,13905,41.5925557,-73.8868533
12592,1486,17434,68448,48443596,653,41.8020737,-73.5786239
12594,4275,551,42711,62322881,1692,41.6844014,-73.5576771
12601,43398,2072,57719,48707908,17530,41.7019083,-73.9115211
12603,42810,22048,51962,83725860,16411,41.6758676,-73.8644835
12604,586,22583,70086,255320,2,41.6882662,-73.8922605
12701,11324,387,N,148945075,6521,41.6502614,-74.7003958
12719,1207,5349,44804,44632414,738,41.4982497,-74.904285
12720,172,671,81094,33270953,151,41.6458481,-74.9078495
12721,6627,121,N,65672753,2756,41.5817228,-74.4224215
12722,158,3133,51803,720906,77,41.5906341,-74.3743037
12723,1826,28,N,81985907,1105,41.7531002,-74.987694
12724,245,981,45972,19570755,189,41.8376211,-74.9587108
12725,277,196,N,175563256,314,41.9831312,-74.5696999
12726,1162,103,53519,75838745,811,41.7082089,-75.0172026
12729,1874,603,59387,57485832,865,41.4757924,-74.6234988
12732,786,1048,77560,64922639,582,41.5519289,-74.8745882
12733,1446,410,63286,13190880,710,41.7247695,-74.6179332
12734,867,683,28394,35669164,555,41.7345846,-74.7504595
12736,118,542,48282,15763379,123,41.8528434,-75.0217538
12737,1910,43,N,92723187,1242,41.5014814,-74.7986317
12738,320,1025,56632,16988123,189,41.6761786,-74.5861198
12740,1886,270,52408,192577672,1148,41.9389185,-74.4339557
12741,351,813,59340,21362293,230,41.8391407,-75.0777252
12742,181,119,N,5568508,131,41.7243282,-74.7235181
12743,389,37,N,21217377,333,41.5486393,-74.8310428
12745,178,120,68624,4161115,100,41.783433,-75.024648
12746,937,92,N,36728527,400,41.4423833,-74.6568262
12747,1714,592,53623,36139531,920,41.7509276,-74.6928944
12748,2076,781,51374,56792304,1160,41.7746416,-74.9226094
12749,300,748,51333,7618590,439,41.6952543,-74.8411661
12750,187,147,49708,11019331,120,41.7292367,-74.9675081
12751,1054,166,52943,8850777,516,41.6958715,-74.6644267
12752,242,503,45195,4487698,248,41.6800386,-74.9941903
12754,7221,77,63154,68832503,3915,41.7990662,-74.736412
12758,4042,3288,49286,394711185,2902,41.9402833,-74.7391182
12759,1649,2184,60435,16019879,1489,41.78173,-74.658853
12760,482,764,58367,109596902,592,41.9039305,-75.1078349
12762,512,193,70782,16425311,279,41.664364,-74.7922039
12763,942,200,N,36955489,699,41.6763482,-74.5227743
12764,1802,261,50682,154042083,1361,41.5915529,-74.9955559
12765,885,776,65712,32358677,419,41.8523318,-74.6211569
12766,437,587,62717,20816277,296,41.8152083,-74.9788544
12767,126,215,N,7657508,81,41.8380927,-74.994415
12768,1131,46,N,90234888,912,41.8644433,-74.730022
12769,253,413,49943,12781739,164,41.6579428,-74.4672801
12770,296,99,N,11652326,193,41.4491122,-74.8431151
12771,14511,81,55047,89661260,6165,41.3743803,-74.6242785
12775,2297,7054,55990,27151049,1557,41.6156545,-74.5923313
12776,2180,1147,69688,284054836,2034,41.9633822,-74.9586807
12777,764,1218,62254,136637261,536,41.5618024,-74.7096181
12778,633,381,82273,14797059,1064,41.6426778,-74.8175501
12779,2460,197,N,22232718,1489,41.7024662,-74.6321955
12780,2312,1218,41115,61706612,1102,41.4401421,-74.7273431
12781,307,1083,44367,11051465,168,41.6196772,-74.4663844
12783,1668,133,N,86119538,1308,41.7386332,-74.8337243
12784,94,959,55958,5854688,59,41.6698769,-74.6382401
12785,1024,30,-,43164075,460,41.5323908,-74.5612712
12786,665,478,55905,38752747,811,41.6386296,-74.8572035
12787,452,185,N,9090606,256,41.7953958,-74.8450227
12788,2908,142,N,60861148,1373,41.7875393,-74.5893145
12789,1838,1138,40632,24837343,1564,41.7041265,-74.571025
12790,4518,1003,51838,114989586,3048,41.5921213,-74.5176033
12791,737,2177,47807,16984129,417,41.817275,-74.8928703
12792,335,479,40026,8783380,230,41.5139197,-74.9598198
12801,14707,107,N,10226789,7112,43.3111604,-73.6452865
12803,7567,7464,47766,15328805,3272,43.2900778,-73.6293627
12804,26540,4339,52021,137536468,11902,43.340954,-73.6859114
12808,306,13585,60131,57457280,626,43.7601479,-73.7156178
12809,3528,176,43938,131112433,1759,43.2370779,-73.4545055
12810,627,1673,47795,171986539,363,43.4919676,-73.9859413
12811,127,348,41649,4458806,65,43.6054655,-74.0283275
12812,150,36,N,160448216,324,43.8757939,-74.3897668
12814,1574,27,N,117848404,1822,43.6245388,-73.6362023
12815,871,652,58896,94772411,1112,43.6959515,-73.6678739
12816,4610,536,56734,163571713,2400,43.0442357,-73.3820319
12817,2274,2153,50035,138758721,2164,43.6395854,-73.8236284
12819,403,1178,55506,75047529,247,43.5908696,-73.4685467
12821,2750,143,41190,14369840,141,43.4535637,-73.4159946
12822,6200,287,37609,170474238,3110,43.2285128,-73.9222158
12823,238,3131,50902,11034861,152,43.1799614,-73.4091171
12824,894,209,N,39273408,868,43.524757,-73.7271771
12827,3877,560,67922,319466275,1860,43.4609287,-73.5298593
12828,9448,1734,42047,119981527,3921,43.2549927,-73.5583552
12831,17416,4587,45040,173966676,6748,43.1953285,-73.6918109
12832,7106,8855,64555,208192313,3164,43.3584665,-73.3302707
