GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,Actual_Mean_Income,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16
8600000US13903,13903,ZCTA5 13903,5569,410,3198,263,2371,262,(X),(X),42688,3207,36146,2830,55629,4410,63174,7650,45452,2927
8600000US13904,13904,ZCTA5 13904,2642,306,1514,235,1128,165,(X),(X),37355,3016,36604,6040,45491,4403,46830,5724,43693,5565
8600000US13905,13905,ZCTA5 13905,6153,547,3463,416,2690,287,(X),(X),42801,4444,38922,3344,49914,3658,52757,5056,46254,4212
8600000US14001,14001,ZCTA5 14001,3294,268,2029,194,1265,172,(X),(X),47181,5835,36689,3438,51632,5336,55649,5600,45188,6634
8600000US14004,14004,ZCTA5 14004,3783,277,2283,212,1500,170,(X),(X),53631,2714,41571,3789,53787,2584,58070,2692,47269,3783
8600000US14005,14005,ZCTA5 14005,604,93,382,69,222,51,(X),(X),52700,6317,32396,6261,48689,4183,54989,6102,37848,5078
8600000US14006,14006,ZCTA5 14006,3327,309,1949,215,1378,189,(X),(X),51821,1228,40385,6199,55015,4908,62564,7514,44336,4587
8600000US14008,14008,ZCTA5 14008,443,137,278,96,165,71,(X),(X),43125,6092,41750,34199,48028,6025,48478,7930,47268,8677
8600000US14009,14009,ZCTA5 14009,1738,186,906,108,832,114,(X),(X),40724,2265,34542,2835,45122,3415,51430,6024,38254,2767
8600000US14011,14011,ZCTA5 14011,2220,201,1471,138,749,123,(X),(X),47250,7754,35052,5523,48341,2775,51851,3391,41447,4166
8600000US14012,14012,ZCTA5 14012,728,74,409,59,319,55,(X),(X),46250,7783,40074,7074,49613,7070,55765,10731,41725,5487
8600000US14013,14013,ZCTA5 14013,566,84,351,61,215,53,(X),(X),36319,8649,29236,2975,42645,3837,45670,4710,37705,5985
8600000US14020,14020,ZCTA5 14020,7108,455,3955,334,3153,268,(X),(X),44042,4061,37126,3371,48453,2632,53004,3984,42744,2823
8600000US14024,14024,ZCTA5 14024,593,78,369,63,224,43,(X),(X),48438,10606,42833,5162,45721,3652,48326,5451,41429,3351
8600000US14025,14025,ZCTA5 14025,1045,174,514,106,531,135,(X),(X),46293,10313,46625,12646,54475,6347,54244,11909,54698,5808
8600000US14026,14026,ZCTA5 14026,292,125,149,62,143,107,(X),(X),64688,26546,36250,7153,77581,37988,109546,66909,44274,14413
8600000US14028,14028,ZCTA5 14028,484,124,277,96,207,75,(X),(X),63011,31849,34493,2339,58493,15969,76187,21972,34816,4523
8600000US14030,14030,ZCTA5 14030,595,107,399,69,196,57,(X),(X),40885,6901,41500,6973,46567,5222,46865,6062,45962,7261
8600000US14031,14031,ZCTA5 14031,3409,299,2141,219,1268,189,(X),(X),63730,8659,52063,4358,91962,14893,111477,22482,59012,8054
8600000US14032,14032,ZCTA5 14032,2865,292,1778,180,1087,169,(X),(X),75714,9573,55469,9481,88759,12375,103550,17649,64565,7948
8600000US14033,14033,ZCTA5 14033,893,208,487,131,406,122,(X),(X),69347,18985,49250,10879,73190,15424,84371,25580,59779,13598
8600000US14034,14034,ZCTA5 14034,650,117,373,78,277,74,(X),(X),41971,5317,34219,15422,52587,8927,52137,8549,53192,13880
8600000US14035,14035,ZCTA5 14035,28,30,6,9,22,26,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US14036,14036,ZCTA5 14036,1889,239,1160,163,729,163,(X),(X),46284,8127,40332,1970,51583,4773,53081,5734,49199,6968
8600000US14037,14037,ZCTA5 14037,303,86,153,51,150,53,(X),(X),50391,13454,39028,9443,46870,5578,52982,8142,40636,5860
8600000US14039,14039,ZCTA5 14039,36,15,25,11,11,8,(X),(X),57917,36654,41750,2604,54975,13524,60488,18081,42445,2315
8600000US14040,14040,ZCTA5 14040,776,119,460,83,316,93,(X),(X),45114,6639,36607,8196,51424,10250,60589,17176,38082,3714
8600000US14041,14041,ZCTA5 14041,76,47,36,27,40,26,(X),(X),29773,2439,26250,15505,31584,5603,31406,3539,31745,9515
8600000US14042,14042,ZCTA5 14042,962,139,586,91,376,88,(X),(X),37905,2958,31742,4377,40623,2723,42531,3110,37648,4849
8600000US14043,14043,ZCTA5 14043,9409,505,5219,314,4190,359,(X),(X),47267,2759,41254,1557,49501,2223,52705,3032,45510,2186
8600000US14047,14047,ZCTA5 14047,2144,273,1184,204,960,194,(X),(X),52018,4917,35031,6613,50006,5047,56555,7319,41930,6736
8600000US14048,14048,ZCTA5 14048,4048,306,2178,229,1870,224,(X),(X),41190,2367,29656,1957,42032,2831,48933,4557,33994,1901
8600000US14051,14051,ZCTA5 14051,7639,480,4668,362,2971,278,(X),(X),83975,5469,61614,2563,93893,5339,104916,7955,76574,7199
8600000US14052,14052,ZCTA5 14052,6016,579,3306,306,2710,386,(X),(X),63426,6862,46879,4356,69042,6379,81890,10680,53368,3883
8600000US14054,14054,ZCTA5 14054,499,81,312,50,187,52,(X),(X),43370,4392,32386,3215,51200,8660,58722,13246,38650,4048
8600000US14055,14055,ZCTA5 14055,495,103,302,69,193,69,(X),(X),54531,5891,31477,10485,52726,7305,61283,10642,39335,7834
8600000US14057,14057,ZCTA5 14057,2965,269,1710,198,1255,146,(X),(X),48636,3534,41555,1229,54002,4091,56481,6202,50623,3977
8600000US14058,14058,ZCTA5 14058,798,119,478,69,320,70,(X),(X),46111,6711,29196,4023,45618,3635,52021,4570,36054,5452
8600000US14059,14059,ZCTA5 14059,3775,428,2232,282,1543,275,(X),(X),63463,7232,45771,16437,65181,6176,74709,8524,51398,5848
8600000US14060,14060,ZCTA5 14060,127,46,60,25,67,29,(X),(X),46250,13480,40917,6374,N,N,N,N,N,N
8600000US14061,14061,ZCTA5 14061,138,47,65,26,73,26,(X),(X),50972,8149,32411,15867,42848,5690,51555,11070,35095,4153
8600000US14062,14062,ZCTA5 14062,861,115,467,78,394,78,(X),(X),42125,2531,42500,4108,49338,3352,51390,4491,46906,5086
8600000US14063,14063,ZCTA5 14063,3413,375,1895,288,1518,198,(X),(X),47023,9080,35227,6867,50924,3904,58859,5972,41017,3851
8600000US14065,14065,ZCTA5 14065,552,91,385,70,167,49,(X),(X),38375,3477,29205,4641,38434,3657,40568,4243,33514,4952
8600000US14066,14066,ZCTA5 14066,371,66,215,47,156,33,(X),(X),44957,2714,31429,6756,44964,4740,51051,6769,36576,3879
8600000US14067,14067,ZCTA5 14067,1889,325,1030,208,859,166,(X),(X),51310,2224,42813,8760,49264,4138,53898,6196,43707,4631
8600000US14068,14068,ZCTA5 14068,1976,264,1241,199,735,155,(X),(X),74845,12727,59323,8275,84845,8371,96853,11470,64571,6849
8600000US14069,14069,ZCTA5 14069,256,87,166,65,90,46,(X),(X),51750,14990,33214,14153,51570,8893,56205,11253,43019,8686
8600000US14070,14070,ZCTA5 14070,1255,161,689,116,566,81,(X),(X),41593,5224,35611,3137,47586,8495,55966,14402,37384,2403
8600000US14072,14072,ZCTA5 14072,7234,524,4109,324,3125,294,(X),(X),61187,3143,42083,6936,65115,4293,74569,6076,52684,4267
8600000US14075,14075,ZCTA5 14075,14977,592,8355,427,6622,371,(X),(X),60357,3464,45461,2642,63199,3691,73361,5870,50378,2360
8600000US14080,14080,ZCTA5 14080,1549,202,964,132,585,136,(X),(X),52233,7043,45104,21436,54162,5082,56337,6489,50578,7354
8600000US14081,14081,ZCTA5 14081,966,152,512,98,454,94,(X),(X),51607,9093,40642,4732,54645,6627,65268,12379,42665,3969
8600000US14082,14082,ZCTA5 14082,206,70,110,50,96,47,(X),(X),52632,5126,28043,8278,N,N,N,N,N,N
8600000US14085,14085,ZCTA5 14085,2930,280,1714,195,1216,183,(X),(X),61003,4189,48148,9625,65166,6620,73512,11081,53402,5995
8600000US14086,14086,ZCTA5 14086,12329,527,7034,315,5295,395,(X),(X),61183,3441,44371,3603,63794,2644,71197,3701,53960,3206
8600000US14091,14091,ZCTA5 14091,354,120,193,66,161,63,(X),(X),40766,8042,36908,13813,46035,6241,43477,5767,49101,11051
8600000US14092,14092,ZCTA5 14092,3729,292,2299,199,1430,191,(X),(X),57457,7849,46474,2569,66213,5786,73391,7415,54672,8008
8600000US14094,14094,ZCTA5 14094,16835,719,9637,510,7198,440,(X),(X),48576,2827,37508,1711,52375,2249,56524,2981,46820,2776
8600000US14098,14098,ZCTA5 14098,1057,113,631,79,426,65,(X),(X),40647,2121,38125,6630,44094,4291,46262,5480,40882,4140
8600000US14101,14101,ZCTA5 14101,589,142,352,94,237,64,(X),(X),41522,4554,30481,2810,43680,4595,49063,6132,35686,4647
8600000US14102,14102,ZCTA5 14102,473,167,266,86,207,97,(X),(X),51897,19152,45046,14948,52879,7697,53557,8969,52008,11487
8600000US14103,14103,ZCTA5 14103,3186,231,1902,178,1284,162,(X),(X),44235,3067,34571,5545,44777,2966,48804,3750,38811,4637
8600000US14105,14105,ZCTA5 14105,1522,235,902,130,620,128,(X),(X),47404,5883,39231,6269,53183,4835,57630,7164,46712,8080
8600000US14108,14108,ZCTA5 14108,1775,252,1173,181,602,156,(X),(X),50980,11535,41859,7687,60274,12969,67775,19133,45658,4808
8600000US14109,14109,ZCTA5 14109,48,46,16,24,32,32,(X),(X),-,**,9167,2262,N,N,N,N,N,N
8600000US14111,14111,ZCTA5 14111,1287,146,839,94,448,83,(X),(X),41616,6216,35789,2847,51267,7082,57565,10473,39473,3921
8600000US14112,14112,ZCTA5 14112,0,11,0,11,0,11,(X),(X),-,**,-,**,-,**,-,**,-,**
8600000US14113,14113,ZCTA5 14113,193,66,130,46,63,34,(X),(X),37000,6370,30625,1967,37332,4873,38937,6282,34019,5846
8600000US14120,14120,ZCTA5 14120,15242,654,8612,463,6630,434,(X),(X),54013,2449,40883,1644,60011,3931,66248,4417,51911,4504
8600000US14125,14125,ZCTA5 14125,1361,125,862,98,499,75,(X),(X),42115,4925,35280,2617,43548,3562,47715,5452,36349,2349
8600000US14126,14126,ZCTA5 14126,150,97,88,64,62,53,(X),(X),51000,48786,49500,41088,47723,15156,48802,17611,46190,14853
8600000US14127,14127,ZCTA5 14127,11336,507,6208,329,5128,375,(X),(X),70534,4184,46949,3686,81971,5213,100877,9023,59083,4317
8600000US14129,14129,ZCTA5 14129,421,94,232,65,189,53,(X),(X),46964,4319,39063,5592,47306,6204,53717,10848,39437,4950
8600000US14130,14130,ZCTA5 14130,56,31,32,18,24,18,(X),(X),53214,12439,38750,14445,N,N,N,N,N,N
8600000US14131,14131,ZCTA5 14131,2006,237,1098,190,908,141,(X),(X),54250,16551,34555,4011,55418,6949,64982,10839,43852,5149
8600000US14132,14132,ZCTA5 14132,2108,334,1313,230,795,179,(X),(X),62108,5042,33417,6442,56073,5003,63879,6840,43180,6101
8600000US14134,14134,ZCTA5 14134,44,33,36,30,8,10,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US14135,14135,ZCTA5 14135,15,13,5,8,10,11,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US14136,14136,ZCTA5 14136,1464,151,839,121,625,115,(X),(X),45221,8445,32697,5667,45016,2913,50663,4115,37436,3672
8600000US14138,14138,ZCTA5 14138,662,94,391,60,271,53,(X),(X),39375,3232,31793,3862,44642,6905,49559,11235,37549,4179
8600000US14139,14139,ZCTA5 14139,839,131,532,120,307,85,(X),(X),63036,7565,41298,6750,58639,5883,62931,6526,51201,10310
8600000US14141,14141,ZCTA5 14141,2401,200,1417,145,984,154,(X),(X),50968,3100,37339,4128,52616,5210,59972,7398,42022,4864
8600000US14143,14143,ZCTA5 14143,409,95,243,56,166,60,(X),(X),45662,4825,40000,24086,44967,4591,47830,5251,40777,8827
8600000US14145,14145,ZCTA5 14145,601,93,281,52,320,82,(X),(X),50188,3974,31905,3477,45704,5126,53595,4467,38774,6769
8600000US14150,14150,ZCTA5 14150,15036,659,8258,467,6778,460,(X),(X),45817,2267,40944,1788,48756,1497,52237,2269,44514,1925
8600000US14167,14167,ZCTA5 14167,692,108,377,71,315,65,(X),(X),41406,5802,38405,3787,45374,4499,47470,6183,42865,5679
8600000US14168,14168,ZCTA5 14168,14,17,0,11,14,17,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US14169,14169,ZCTA5 14169,90,87,43,45,47,54,(X),(X),35260,2551,-,**,N,N,N,N,N,N
8600000US14170,14170,ZCTA5 14170,928,223,607,156,321,113,(X),(X),60740,7905,36410,4017,97425,69959,127664,102566,40244,6474
8600000US14171,14171,ZCTA5 14171,627,101,388,85,239,52,(X),(X),44286,13057,36319,7103,46783,4052,51388,5591,39307,5910
8600000US14172,14172,ZCTA5 14172,951,156,525,113,426,88,(X),(X),54297,11344,47237,4665,58708,5569,63481,8344,52826,5074
8600000US14173,14173,ZCTA5 14173,189,120,105,66,84,68,(X),(X),24279,17195,41000,28577,N,N,N,N,N,N
8600000US14174,14174,ZCTA5 14174,1682,199,1079,141,603,102,(X),(X),60688,8959,50202,3538,69955,6273,74787,7865,61307,9783
8600000US14201,14201,ZCTA5 14201,3546,377,2079,331,1467,250,(X),(X),38913,7606,33910,4814,44432,3651,45293,4081,43213,5879
8600000US14202,14202,ZCTA5 14202,1240,193,740,145,500,120,(X),(X),55238,21987,30192,5062,86270,15737,106917,23977,55713,16639
8600000US14203,14203,ZCTA5 14203,699,155,342,108,357,107,(X),(X),49464,15480,41801,9176,54851,7348,60249,12606,49680,6938
8600000US14204,14204,ZCTA5 14204,2020,308,777,208,1243,242,(X),(X),27991,8048,32480,4914,43744,9475,52127,23286,38504,3762
8600000US14206,14206,ZCTA5 14206,5803,436,3212,315,2591,303,(X),(X),42192,1806,35885,4069,42715,2311,44330,2629,40713,3781
8600000US14207,14207,ZCTA5 14207,5056,474,3014,338,2042,263,(X),(X),35355,3475,31711,2167,43983,6132,49257,10027,36198,3130
8600000US14208,14208,ZCTA5 14208,1876,257,898,175,978,175,(X),(X),36393,4378,34936,5636,40767,3716,39564,4818,41872,6139
8600000US14209,14209,ZCTA5 14209,2305,332,1185,267,1120,197,(X),(X),45804,3346,36025,5821,54602,5683,55541,6333,53607,9455
8600000US14210,14210,ZCTA5 14210,4082,464,2352,294,1730,323,(X),(X),38479,3225,32444,6319,40395,2766,40223,2432,40628,5573
8600000US14211,14211,ZCTA5 14211,4460,372,2012,270,2448,256,(X),(X),33484,3609,30089,4296,36784,2331,38203,2850,35619,3220
8600000US14212,14212,ZCTA5 14212,2452,252,1292,201,1160,192,(X),(X),37692,6018,31935,3295,38384,2391,41314,3294,35119,3634
8600000US14213,14213,ZCTA5 14213,5082,519,3076,350,2006,276,(X),(X),35844,3178,31453,3124,45934,3749,46573,4822,44953,6285
8600000US14214,14214,ZCTA5 14214,5538,594,3201,417,2337,355,(X),(X),45946,4773,44602,6557,56136,3389,60341,5611,50377,3741
8600000US14215,14215,ZCTA5 14215,9063,675,3785,437,5278,482,(X),(X),37241,2903,37650,1747,42204,1751,43390,2706,41353,2116
8600000US14216,14216,ZCTA5 14216,8982,677,4608,422,4374,544,(X),(X),42899,6177,40336,4403,55240,3109,60323,4627,49886,4300
8600000US14217,14217,ZCTA5 14217,8588,521,4516,319,4072,329,(X),(X),47130,2171,41638,1665,51638,2281,56104,3397,46684,3135
8600000US14218,14218,ZCTA5 14218,5285,417,2891,272,2394,274,(X),(X),41624,6051,34660,3957,43669,2463,48335,3830,38033,2302
8600000US14219,14219,ZCTA5 14219,4043,316,2424,200,1619,198,(X),(X),49399,4054,40752,3436,47322,2591,50732,3370,42217,2993
8600000US14220,14220,ZCTA5 14220,8412,560,4803,429,3609,336,(X),(X),43046,2059,35988,1787,46207,2055,49997,2877,41162,2241
8600000US14221,14221,ZCTA5 14221,18124,679,10349,454,7775,495,(X),(X),73547,3841,52463,2445,84765,4039,98911,6074,65936,5289
8600000US14222,14222,ZCTA5 14222,5572,564,2821,337,2751,388,(X),(X),51501,3009,44427,3711,67472,8036,81145,14342,53450,5320
8600000US14223,14223,ZCTA5 14223,8641,596,4672,400,3969,378,(X),(X),51726,2498,38246,3284,53852,2968,60272,4734,46295,2908
8600000US14224,14224,ZCTA5 14224,14481,569,8066,356,6415,414,(X),(X),53161,3088,41307,1657,55261,1844,61382,2870,47563,1898
8600000US14225,14225,ZCTA5 14225,11898,641,6084,382,5814,493,(X),(X),42356,2159,35956,1324,44681,1375,48075,2097,41129,1727
8600000US14226,14226,ZCTA5 14226,10460,547,5966,396,4494,385,(X),(X),57060,4691,52287,2318,67132,3705,71761,4449,60987,5209
8600000US14227,14227,ZCTA5 14227,8182,455,4440,339,3742,327,(X),(X),46320,3073,39509,2436,48144,1923,50042,2655,45891,2764
8600000US14228,14228,ZCTA5 14228,6293,452,3435,334,2858,313,(X),(X),61757,3211,46684,3821,68849,5965,77621,9452,58307,6294
8600000US14261,14261,ZCTA5 14261,65,41,13,18,52,38,(X),(X),16125,6315,14125,4608,19035,7241,16500,4248,19669,8889
8600000US14301,14301,ZCTA5 14301,2864,374,1519,227,1345,231,(X),(X),36734,5298,27227,2793,39199,3599,44994,6290,32653,2643
8600000US14302,14302,ZCTA5 14302,0,11,0,11,0,11,(X),(X),-,**,-,**,-,**,-,**,-,**
8600000US14303,14303,ZCTA5 14303,1306,190,608,124,698,120,(X),(X),33182,10269,30335,5193,35218,3281,38998,5504,31926,3120
8600000US14304,14304,ZCTA5 14304,9826,620,5352,468,4474,348,(X),(X),45554,4184,38299,3201,49324,2318,53703,3223,44087,2775
8600000US14305,14305,ZCTA5 14305,4047,327,2157,216,1890,214,(X),(X),41931,4988,35208,2703,45668,2999,48895,3977,41985,3479
8600000US14411,14411,ZCTA5 14411,3346,422,1883,235,1463,268,(X),(X),50232,6136,35567,3975,50110,4558,55008,5473,43805,7692
8600000US14414,14414,ZCTA5 14414,2931,253,1669,158,1262,177,(X),(X),47135,3568,47098,3251,52975,3821,56314,5538,48558,4145
8600000US14415,14415,ZCTA5 14415,109,73,63,43,46,33,(X),(X),28542,16252,25833,9359,34453,11124,37932,11231,29689,10926
8600000US14416,14416,ZCTA5 14416,1148,167,725,130,423,73,(X),(X),50172,8525,40388,7495,48741,3249,48554,3907,49062,7428
8600000US14418,14418,ZCTA5 14418,447,106,281,66,166,57,(X),(X),44896,17530,52167,5513,67315,17312,77377,26786,50283,9574
8600000US14420,14420,ZCTA5 14420,5438,435,3125,300,2313,267,(X),(X),51980,2827,39674,4787,55667,3265,60691,4793,48879,3849
8600000US14422,14422,ZCTA5 14422,886,119,506,83,380,83,(X),(X),48816,4603,34257,2587,54852,6462,61911,10386,45453,5846
8600000US14423,14423,ZCTA5 14423,1602,143,915,93,687,119,(X),(X),43393,6321,37825,3601,45861,3632,49319,5150,41255,4476
8600000US14424,14424,ZCTA5 14424,8547,465,4796,275,3751,313,(X),(X),52394,2944,43338,4384,60864,3746,67788,6278,52010,3700
8600000US14425,14425,ZCTA5 14425,4304,365,2431,242,1873,228,(X),(X),63268,6826,40011,4437,61089,5463,73168,9419,45411,4211
8600000US14427,14427,ZCTA5 14427,674,122,374,80,300,67,(X),(X),46481,4044,34500,3766,50350,5135,52551,6243,47606,8018
8600000US14428,14428,ZCTA5 14428,3176,334,1727,205,1449,204,(X),(X),53029,5257,42031,5151,54454,4607,60900,7057,46770,4963
8600000US14432,14432,ZCTA5 14432,2054,340,1077,196,977,188,(X),(X),40737,1929,36422,5541,43756,3492,44235,3591,43227,7795
8600000US14433,14433,ZCTA5 14433,1223,183,703,123,520,90,(X),(X),41074,5039,31632,2031,42312,3855,46114,5161,37171,3948
8600000US14435,14435,ZCTA5 14435,1166,143,645,85,521,87,(X),(X),50135,3861,47422,8088,55223,7018,61404,10883,47570,5190
8600000US14437,14437,ZCTA5 14437,2815,273,1526,198,1289,157,(X),(X),47157,6657,38142,4779,50738,5521,59512,9444,40349,3399
8600000US14441,14441,ZCTA5 14441,174,59,116,47,58,24,(X),(X),40625,13522,30000,12276,46500,9824,52913,12894,33674,11323
8600000US14445,14445,ZCTA5 14445,3188,256,1604,173,1584,192,(X),(X),42305,2640,37063,4883,45978,3028,48521,4243,43403,3518
8600000US14450,14450,ZCTA5 14450,14752,649,8360,422,6392,513,(X),(X),69194,3934,50948,2959,75257,3354,87808,4676,58842,3662
8600000US14454,14454,ZCTA5 14454,2234,292,1115,183,1119,178,(X),(X),48807,8620,38750,4844,52513,5974,62108,11063,42953,4534
8600000US14456,14456,ZCTA5 14456,5500,383,3102,296,2398,203,(X),(X),41972,3269,35053,3759,50049,3649,56929,6256,41148,2741
8600000US14462,14462,ZCTA5 14462,193,60,112,39,81,28,(X),(X),51389,7553,40313,8481,48974,7443,53311,11581,42977,5195
8600000US14464,14464,ZCTA5 14464,2664,259,1451,177,1213,157,(X),(X),46928,5370,32820,3526,45661,2769,52562,4119,37406,3336
8600000US14466,14466,ZCTA5 14466,798,246,463,183,335,121,(X),(X),40956,13553,37930,13356,45345,8329,45060,8654,45740,13913
8600000US14467,14467,ZCTA5 14467,3996,454,2346,340,1650,220,(X),(X),53444,4179,42327,3080,64918,7376,69422,8246,58515,12056
8600000US14468,14468,ZCTA5 14468,6506,499,3807,369,2699,273,(X),(X),52462,2027,38660,3694,53124,2890,59616,3652,43966,3305
8600000US14469,14469,ZCTA5 14469,2338,222,1428,128,910,142,(X),(X),49737,6721,33750,4651,49673,3865,56265,5663,39329,2873
8600000US14470,14470,ZCTA5 14470,2847,227,1618,169,1229,120,(X),(X),44877,6342,38389,2776,50622,5256,49904,3809,51567,11585
8600000US14471,14471,ZCTA5 14471,920,217,548,138,372,133,(X),(X),46572,4044,31098,4705,44997,4187,49360,4794,38570,6819
8600000US14472,14472,ZCTA5 14472,2907,269,1805,175,1102,170,(X),(X),75213,5056,54055,5617,100696,16920,109531,20448,86226,18481
8600000US14475,14475,ZCTA5 14475,87,47,50,25,37,29,(X),(X),56875,29087,-,**,55623,18788,63820,28083,44546,22493
8600000US14476,14476,ZCTA5 14476,696,103,437,75,259,53,(X),(X),45724,7653,35402,4852,46221,4543,50750,6210,38579,4097
8600000US14477,14477,ZCTA5 14477,601,188,365,114,236,93,(X),(X),54063,10111,43750,15765,52830,8007,55042,9928,49410,10289
8600000US14478,14478,ZCTA5 14478,285,90,140,45,145,65,(X),(X),56379,14903,36179,8918,55955,11102,71691,17591,40763,7788
8600000US14479,14479,ZCTA5 14479,62,46,34,26,28,27,(X),(X),-,**,51786,39075,N,N,N,N,N,N
8600000US14480,14480,ZCTA5 14480,135,88,88,72,47,34,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US14481,14481,ZCTA5 14481,735,150,505,130,230,58,(X),(X),38063,12259,35577,7503,38709,5629,38625,7995,38895,3664
8600000US14482,14482,ZCTA5 14482,3068,280,1799,173,1269,185,(X),(X),46431,4649,34111,4447,48690,3784,55774,6045,38648,4125
8600000US14485,14485,ZCTA5 14485,1469,158,917,135,552,87,(X),(X),50994,6017,36481,7035,49962,4505,53251,6038,44497,5793
8600000US14486,14486,ZCTA5 14486,109,51,60,42,49,34,(X),(X),-,**,43438,36864,50021,13645,61260,20888,36259,12986
8600000US14487,14487,ZCTA5 14487,2278,346,1297,216,981,197,(X),(X),50253,5070,46005,10555,54422,5798,59831,6884,47271,6271
8600000US14489,14489,ZCTA5 14489,2103,349,958,157,1145,251,(X),(X),41972,7272,32797,4390,41495,3992,47017,4511,36874,5061
8600000US14502,14502,ZCTA5 14502,3838,266,2393,191,1445,160,(X),(X),56317,5300,43383,3830,61108,4768,67448,6345,50608,4291
8600000US14504,14504,ZCTA5 14504,740,116,438,90,302,60,(X),(X),41179,1227,32436,7697,41682,2816,44456,4085,37659,2868
8600000US14505,14505,ZCTA5 14505,1872,219,1058,171,814,126,(X),(X),47065,9348,43227,3930,53177,4442,55797,6207,49770,6737
8600000US14506,14506,ZCTA5 14506,596,169,362,92,234,112,(X),(X),110297,32652,76000,13467,90949,14028,97247,18993,81206,16909
8600000US14507,14507,ZCTA5 14507,350,66,189,47,161,43,(X),(X),45074,5506,39375,16186,55773,9519,58946,13880,52047,12104
8600000US14510,14510,ZCTA5 14510,1178,231,702,168,476,115,(X),(X),38897,4105,33889,8736,41338,3291,44814,3949,36212,4567
8600000US14511,14511,ZCTA5 14511,134,92,64,42,70,74,(X),(X),31912,9221,-,**,N,N,N,N,N,N
8600000US14512,14512,ZCTA5 14512,1383,125,767,91,616,69,(X),(X),45156,3176,36824,5431,50213,3291,53737,5203,45824,4429
8600000US14513,14513,ZCTA5 14513,3777,362,1844,237,1933,249,(X),(X),41737,2103,32074,4092,40021,2057,46468,3164,33871,2578
8600000US14514,14514,ZCTA5 14514,2171,251,1279,183,892,182,(X),(X),55881,5822,50536,12980,63819,8696,61708,5962,66847,19155
8600000US14516,14516,ZCTA5 14516,805,160,430,97,375,93,(X),(X),46500,11216,32404,3841,49503,8193,58212,12624,39517,6666
8600000US14517,14517,ZCTA5 14517,822,121,493,84,329,62,(X),(X),47557,6074,40361,6142,48227,3625,52722,4945,41490,3695
8600000US14519,14519,ZCTA5 14519,4325,337,2608,244,1717,220,(X),(X),50565,5214,35536,7164,53635,3694,60616,5544,43032,3659
8600000US14521,14521,ZCTA5 14521,623,96,353,68,270,52,(X),(X),43750,7526,36429,6660,49177,7060,55326,12062,41137,4485
8600000US14522,14522,ZCTA5 14522,3366,258,1844,175,1522,179,(X),(X),44358,3360,34750,2493,45555,3089,51349,4228,38534,3999
8600000US14525,14525,ZCTA5 14525,993,126,621,77,372,71,(X),(X),49850,3026,36848,4720,48250,3490,53037,4691,40260,4332
8600000US14526,14526,ZCTA5 14526,6779,424,4093,305,2686,292,(X),(X),71620,8088,57500,7682,83284,4880,90964,6615,71581,7354
8600000US14527,14527,ZCTA5 14527,3743,314,2274,211,1469,185,(X),(X),41867,2100,32323,4888,49792,4742,56020,5932,40149,5347
8600000US14529,14529,ZCTA5 14529,136,145,60,67,76,83,(X),(X),-,**,26100,6878,32806,18908,39895,41936,27209,1393
8600000US14530,14530,ZCTA5 14530,1841,193,1194,171,647,116,(X),(X),37794,4262,33250,7474,41779,3150,42047,3545,41284,5138
8600000US14532,14532,ZCTA5 14532,1692,252,997,228,695,119,(X),(X),40851,5129,39701,5455,47228,4756,49894,6159,43404,4633
8600000US14533,14533,ZCTA5 14533,728,158,474,131,254,80,(X),(X),50643,3953,41127,9271,50671,5885,56219,7252,40318,6630
8600000US14534,14534,ZCTA5 14534,10558,443,6509,293,4049,275,(X),(X),93786,6908,60648,3935,109619,6980,129109,9444,78287,7258
8600000US14536,14536,ZCTA5 14536,173,41,89,26,84,26,(X),(X),51250,6458,31923,7796,44229,5550,54282,6792,33579,6194
8600000US14537,14537,ZCTA5 14537,91,62,33,30,58,41,(X),(X),36094,20184,41111,13615,N,N,N,N,N,N
8600000US14539,14539,ZCTA5 14539,88,51,55,48,33,25,(X),(X),31813,20967,32426,12232,44370,8640,47429,13290,39273,9013
8600000US14541,14541,ZCTA5 14541,780,174,487,128,293,67,(X),(X),42788,5888,35991,4634,52807,6130,56702,7575,46334,7088
8600000US14542,14542,ZCTA5 14542,10,14,5,7,5,7,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US14543,14543,ZCTA5 14543,1148,162,659,129,489,88,(X),(X),62026,17090,48953,7334,69145,8283,80332,12808,54068,6530
8600000US14544,14544,ZCTA5 14544,713,153,352,78,361,98,(X),(X),38056,3294,31082,5965,46329,6700,51146,8680,41633,7608
8600000US14545,14545,ZCTA5 14545,62,20,39,15,23,14,(X),(X),47679,12852,37917,18929,N,N,N,N,N,N
